gender,minority,deprived_area,mental_wellbeing,watch_wd,watch_we,play_wd,play_we,compute_wd,compute_we,phone_wd,phone_we
female,no,no,49,4,4,0,0,3,3,3,3
female,no,no,57,0.5,1,0,0,0.5,0.5,3,5
male,yes,yes,37,0.5,6,0,5,2,7,3,7
male,no,no,47,4,3,1,1,4,2,2,2
male,yes,yes,56,3,3,4,3,2,2,0,0
female,yes,no,56,2,3,0,0,0.5,0.5,2,3
female,yes,yes,46,2,4,0,0,5,4,7,7
female,yes,no,53,0.5,2,0,0,0.5,2,0,5
female,yes,yes,39,2,4,0,0,2,2,4,6
female,no,no,27,7,4,0,0,0,0,7,7
male,no,yes,36,5,7,1,3,2,2,1,1
male,no,yes,52,2,3,1,3,1,3,1,3
male,yes,no,44,0.5,1,0,0.5,0,1,3,3
male,no,yes,53,2,3,0,0,3,4,5,5
female,no,no,41,1,3,0,1,0,0.5,4,5
female,no,no,52,2,4,2,4,4,5,0.5,0.5
female,no,no,41,2,3,0,0.5,6,7,0.5,0.5
female,yes,yes,47,5,7,5,7,4,6,6,7
female,no,yes,37,0,0.5,0,0,0,0,7,7
male,no,yes,60,2,4,4,4,0,0.5,2,3
female,no,no,56,3,5,0.5,1,2,3,4,6
female,yes,yes,50,6,7,0,0,0.5,0,2,3
male,no,yes,48,4,6,3,7,2,5,0,0
female,yes,yes,53,2,4,0,0,1,2,1,2
female,yes,yes,52,2,4,0,0,1,1,1,1
male,yes,no,61,0.5,0,0,0,3,4,3,3
female,no,yes,45,3,4,0,0,0.5,1,0.5,0.5
female,no,no,49,0,3,0,0.5,4,6,0.5,1
male,no,no,49,2,5,0,4,0.5,0.5,0.5,0
male,no,yes,45,5,5,0,0,0,0,7,7
female,no,no,39,2,3,0,0,1,0,3,2
female,no,yes,38,0.5,1,0,0,0.5,0.5,0.5,0.5
female,yes,yes,54,3,6,0.5,2,3,3,4,6
male,no,yes,61,2,2,2,3,0.5,0.5,0.5,0.5
male,no,yes,55,1,2,1,4,1,1,0.5,0.5
male,no,no,53,2,2,1,1,1,0.5,1,1
male,no,no,47,3,5,3,3,3,4,4,4
female,no,no,54,5,3,0,0,0,0,7,7
male,no,no,33,0.5,1,0,0,1,4,1,1
male,yes,yes,47,1,1,1,0.5,0.5,0,2,2
male,no,yes,43,3,4,6,6,2,1,0.5,0
male,no,no,50,2,2,1,2,0,0,0.5,0.5
female,no,yes,53,2,3,0,0,0.5,1,3,4
male,no,no,58,1,0.5,3,5,4,6,4,6
male,no,no,58,3,6,4,6,2,3,2,4
male,yes,yes,57,0.5,5,0,3,7,7,7,7
male,no,no,49,3,5,3,6,2,6,5,7
female,no,yes,34,3,5,0,0,0.5,0.5,6,7
female,yes,yes,43,3,5,0,0,1,2,2,3
female,no,yes,37,2,4,0,7,2,4,7,7
male,yes,yes,62,1,3,1,2,1,3,1,2
male,no,no,46,1,2,1,2,0.5,1,1,2
female,yes,no,40,2,2,0,0,0.5,0,3,2
male,yes,no,58,0.5,0.5,0.5,0,1,3,7,7
male,no,yes,44,3,6,7,7,1,1,4,4
female,yes,no,53,2,4,0,0,0,0,0.5,0.5
female,yes,yes,63,5,7,0,0,4,6,3,5
female,no,no,49,1,3,0,0,0.5,1,2,4
male,no,no,42,4,5,2,4,1,1,3,3
female,no,no,38,6,7,0.5,2,4,5,7,7
male,no,no,49,2,2,0.5,2,2,4,1,1
female,yes,yes,48,6,7,0,1,3,3,0,0.5
female,yes,yes,46,6,7,2,3,0,1,7,7
male,no,no,39,3,4,4,5,3,4,4,5
male,no,no,54,3,1,0,7,4,0,0,6
female,no,no,39,3,4,0,0,3,4,6,7
female,no,yes,64,4,6,0,0,1,1,5,6
male,no,no,35,1,1,5,7,1,2,1,1
female,no,no,34,1,2,0,0,2,3,1,1
male,no,no,53,4,6,3,4,0,0,4,5
female,no,yes,42,2,2,1,3,1,2,1,2
female,no,yes,24,2,3,0,0,3,4,4,5
male,yes,no,46,0,0,2,1,2,2,1,2
male,no,no,60,7,7,3,3,0,0,7,7
male,no,no,51,2,3,2,3,1,2,0.5,1
female,no,no,33,2,3,0,0,5,5,0.5,0.5
female,no,no,59,0.5,1,0,0,2,3,0.5,1
male,no,yes,48,1,1,3,4,0.5,1,4,4
female,no,no,37,5,7,0,0,3,4,7,7
male,no,yes,43,3,4,0,0.5,1,1,2,3
female,no,no,51,4,5,0,0,0.5,1,4,5
male,no,yes,52,0,2,4,7,0.5,2,1,1
male,no,yes,62,3,6,0.5,4,2,3,2,1
male,no,no,58,4,5,3,2,0.5,0,3,4
female,no,no,49,2,4,0,0,0.5,0.5,2,4
male,no,yes,43,2,0.5,1,0,2,0.5,1,0.5
male,no,no,49,2,3,0.5,1,2,2,2,2
female,no,yes,45,3,4,0,0,0.5,1,5,7
female,yes,no,48,2,3,0,2,2,1,3,3
male,no,no,35,5,6,5,5,4,4,1,1
female,no,no,45,5,7,0,0.5,3,4,3,4
female,no,no,18,3,4,0,0.5,1,3,2,3
female,no,no,52,5,6,0,0,0.5,0.5,3,4
female,no,yes,50,2,2,0,0,1,1,3,2
male,no,yes,47,2,5,2,4,0.5,0.5,7,7
male,no,yes,53,1,2,2,3,0,0,5,5
female,no,no,48,4,6,0,0,0,0,7,7
male,no,no,50,1,2,1,3,1,1,3,2
male,no,yes,65,4,6,3,3,0,1,2,4
female,no,no,34,7,7,0,0,4,6,1,2
male,no,yes,41,2,4,2,4,1,1,0.5,1
male,no,no,49,1,2,0,0,3,4,1,1
male,no,no,55,7,7,7,0,7,7,7,7
male,no,no,58,2,3,0.5,0.5,1,2,0.5,1
female,no,yes,41,3,5,0,1,1,1,1,2
male,no,no,47,3,2,0,2,1,1,4,4
male,no,yes,28,3,5,2,3,4,3,3,4
female,no,no,45,2,4,0,0,1,1,1,1
female,no,no,53,2,3,0,0.5,1,2,1,2
male,no,no,46,4,4,1,3,4,5,4,4
male,no,yes,70,3,3,0,0,4,5,7,7
male,no,no,46,2,3,2,4,0.5,1,0.5,0.5
male,no,no,55,4,3,1,1,0.5,0.5,1,1
female,no,yes,24,3,5,0,0,7,7,0,0
female,no,yes,56,3,5,0,0,1,0.5,2,3
female,no,yes,30,4,6,0,0,0,0,7,5
male,no,no,58,2,3,0.5,1,1,1,0,0
female,no,no,52,3,4,0.5,0,3,1,3,5
male,no,no,48,5,7,5,7,1,1,0.5,1
male,no,no,49,0.5,1,2,3,1,3,1,1
male,no,yes,53,4,2,4,6,1,3,2,4
male,no,no,53,3,4,2,4,2,4,2,4
female,no,yes,39,2,2,0,0,7,7,3,3
female,no,no,36,0,3,0,0,4,6,7,7
female,yes,no,42,3,5,0,0,2,2,1,3
male,no,no,43,3,4,0.5,2,3,3,5,6
male,no,no,60,4,5,2,3,1,2,2,2
female,no,no,45,4,7,0,0,2,2,2,2
female,no,no,46,4,7,0,0,5,7,7,7
male,yes,no,54,1,3,0.5,2,2,4,2,4
female,no,no,57,0,0.5,0,0.5,2,4,1,2
female,no,no,42,4,6,0,0,1,2,4,6
male,yes,yes,33,6,7,0,1,6,7,0,0
female,no,no,40,2,5,1,2,2,1,1,2
female,yes,no,50,0.5,2,0,0,0,0.5,3,4
female,no,no,45,1,3,0,0,0,0,5,7
female,no,no,49,5,6,1,1,1,2,2,3
female,no,yes,58,3,2,0,0,0.5,0,2,2
male,no,yes,43,3,4,3,3,0.5,1,0,1
male,no,no,50,3,1,3,2,0.5,0.5,0.5,0.5
female,no,no,45,1,2,0,0,0,0,7,7
female,no,no,32,0.5,0.5,0,0.5,0.5,0.5,7,7
male,no,no,50,0.5,3,0.5,4,1,2,1,3
male,no,no,55,3,4,6,7,1,3,1,1
female,yes,yes,52,0,1,0,1,1,0,0.5,1
male,no,no,62,0.5,0,0.5,0,0.5,0,2,0.5
female,no,no,32,0.5,2,1,2,4,6,7,7
female,yes,no,29,1,1,1,2,5,7,0.5,1
female,no,yes,42,2,4,0,0,1,1,7,7
male,no,yes,51,5,5,6,6,5,6,4,4
female,no,no,48,2,3,0,0,1,1,3,4
female,no,no,28,2,5,0,0,6,7,5,7
female,no,yes,49,2,4,0,0,2,2,3,4
male,no,no,50,1,1,3,1,2,1,2,2
female,no,no,18,0,1,0.5,0.5,1,1,2,2
female,yes,yes,43,5,7,0,0,1,3,7,7
male,no,yes,55,4,6,1,3,7,7,7,7
female,yes,yes,63,2,3,0,0,2,1,1,1
male,no,no,53,0.5,2,2,4,2,4,3,6
male,no,no,51,0,1,0.5,1,0.5,0,7,7
female,no,yes,44,3,6,1,3,0,0,7,7
male,no,no,52,0,0.5,0,0,0.5,0.5,1,2
male,yes,no,58,3,2,4,4,0,0,7,7
female,no,no,61,1,2,0.5,0.5,0,1,3,4
female,no,yes,39,3,5,0,0,0,0,7,7
female,no,no,39,0,1,0,0,3,4,3,4
male,no,no,54,6,7,5,7,6,7,0.5,0.5
male,yes,yes,58,2,3,3,3,0.5,0.5,0,0
male,no,yes,57,2,2,0,0.5,0,0,0.5,0.5
male,no,no,54,0.5,2,0,2,0.5,0.5,0.5,2
male,no,no,48,7,7,0,0,1,1,0.5,0.5
female,no,yes,55,4,3,0.5,0,6,3,5,1
female,no,no,50,3,1,0,0,1,2,0,0
female,no,no,61,4,4,0,0,2,3,1,2
male,yes,yes,54,0,2,0,4,1,5,1,5
male,no,yes,28,2,1,0,0,0,0,3,5
male,no,no,50,3,5,0.5,1,0,0,0.5,1
female,no,yes,40,1,2,0,0.5,2,3,6,7
female,yes,yes,59,2,4,0,1,0.5,1,0.5,2
female,no,yes,54,2,5,0,0,6,3,7,7
female,no,yes,37,4,5,0.5,0,7,7,7,7
female,no,no,34,1,2,0,0,0.5,0.5,5,7
male,no,no,57,2,2,3,5,2,4,1,4
female,yes,no,52,1,3,0,0.5,0,1,1,2
female,no,no,43,2,0.5,4,0.5,0,0,7,7
female,no,no,43,4,3,1,2,2,3,2,3
female,no,yes,46,4,3,0,0,2,2,7,7
male,yes,no,57,3,5,2,4,2,2,1,1
male,no,no,50,3,4,1,2,3,2,3,3
female,no,no,56,2,3,2,2,0,0,0,0
female,yes,no,58,7,7,0,0,0.5,1,7,7
male,no,yes,47,0,0,1,2,0,0,2,3
male,yes,yes,44,4,7,3,7,1,3,3,5
male,no,yes,45,2,3,0,0,4,4,3,5
female,no,yes,58,4,7,0,0,7,7,7,7
female,no,no,54,3,2,0,0,0,0,0.5,1
male,no,no,58,3,6,2,4,1,2,1,3
female,no,no,56,1,2,0,0,3,5,3,4
female,no,yes,44,2,4,0,0,1,2,4,6
female,no,no,33,2,1,0,0,3,5,0,0
male,yes,yes,39,3,4,0,2,3,3,2,5
female,no,yes,59,2,4,0,0,0,0,2,3
female,no,yes,54,3,4,0,0.5,1,2,0.5,0.5
male,no,yes,40,2,4,1,3,0.5,1,0.5,1
female,no,yes,60,1,2,0.5,0,2,3,2,3
male,no,yes,32,1,2,0,0,6,7,2,3
male,no,yes,51,2,6,2,5,1,2,0.5,1
female,yes,no,42,2,2,0,0,1,2,1,1
female,no,no,49,2,3,0,0,1,2,1,1
male,no,no,33,0.5,1,0.5,3,1,4,3,4
female,no,no,43,2,4,0,0,1,0.5,0.5,2
male,no,no,45,3,4,0,0.5,1,2,0,0
female,no,yes,32,0.5,2,0,0,2,2,0.5,3
male,no,no,51,2,3,3,6,1,3,1,3
female,no,no,51,1,2,0,0,2,2,1,2
male,no,no,47,2,3,0,0,4,5,7,6
male,no,no,45,1,2,5,7,0.5,0.5,1,3
male,no,no,57,1,2,1,3,0,0.5,0.5,0.5
male,no,yes,48,2,3,2,4,3,3,3,4
male,no,no,48,1,4,0,0.5,0.5,0.5,0,0.5
female,no,yes,40,2,4,1,2,0.5,0.5,0.5,0.5
female,yes,no,45,5,7,0,0,5,7,2,3
female,no,yes,62,2,1,0,0,0.5,0,3,0.5
female,no,yes,41,5,5,1,1,0,0,7,7
female,yes,yes,52,2,3,0,0,2,0.5,3,5
female,no,yes,52,2,3,0,1,2,3,5,5
male,yes,no,53,4,6,0,0,3,5,1,0.5
male,no,yes,38,4,7,6,7,0.5,0.5,7,7
male,no,yes,55,5,7,4,7,3,4,0,0
female,no,yes,50,3,4,0,0,0,0,2,4
male,yes,no,38,1,2,2,3,2,2,0.5,1
male,no,yes,55,4,7,2,4,1,1,0,0
male,yes,no,33,3,4,4,2,1,4,2,4
male,yes,no,53,4,4,1,2,1,2,0,0
female,yes,no,42,2,3,0,0,2,2,4,7
female,yes,no,47,1,4,0,3,1,4,0.5,1
female,no,yes,36,2,3,0,0,2,3,0.5,0.5
male,no,no,39,4,7,2,5,0.5,0.5,0.5,0
female,no,yes,15,3,4,0,0,2,4,1,3
female,no,no,49,1,3,0,0,1,3,2,3
female,no,yes,26,2,3,0,0,0,0,7,7
male,yes,no,61,0.5,0.5,0.5,1,1,2,1,1
female,no,no,49,3,4,1,2,3,3,2,2
female,no,yes,31,0,0,0,0,4,6,4,5
male,no,no,42,1,0.5,4,6,2,2,0,0
female,no,yes,49,5,6,0,0,1,1,0.5,1
female,no,no,43,4,2,0,0,0.5,0.5,1,1
male,yes,yes,50,1,2,2,3,1,1,2,3
male,no,no,62,0,1,5,7,5,7,0.5,0.5
female,no,yes,35,2,3,0,0,3,4,6,7
male,no,no,52,2,4,2,3,0.5,1,0.5,0.5
male,no,no,60,3,5,1,2,1,0.5,2,3
female,no,no,50,3,0.5,0,1,0.5,1,5,4
female,no,no,34,0.5,0,0,0,0.5,0,3,2
female,no,yes,46,4,6,0,3,2,4,5,6
female,no,no,52,1,2,0,0,2,1,1,0.5
male,no,no,59,1,2,0.5,1,2,2,1,1
female,no,no,48,3,3,2,3,0.5,0.5,4,4
male,no,no,51,2,4,0,1,0,0,0,0
male,no,no,28,3,4,2,3,4,4,3,3
female,yes,yes,49,0.5,0.5,0,0,4,5,5,6
male,no,yes,49,2,4,2,1,3,3,4,4
female,no,no,28,5,7,0,0,7,7,7,7
female,yes,yes,35,7,7,0,0,3,1,7,7
male,yes,yes,42,3,5,1,3,4,2,5,3
female,yes,yes,37,4,5,0,0,3,4,5,7
male,no,no,59,2,4,0.5,4,1,1,0.5,0.5
male,yes,no,54,0.5,2,0,1,2,3,0.5,1
male,yes,yes,53,3,4,2,4,4,6,2,3
male,no,yes,42,4,7,0,0.5,0,0,0,0
male,yes,yes,61,2,6,0,6,2,4,6,7
female,no,no,29,3,4,0,0,2,0,4,5
male,no,no,54,3,5,0.5,3,2,4,3,5
male,no,yes,42,2,7,3,7,1,7,7,7
female,no,yes,38,1,3,0,0,1,1,2,3
male,no,no,43,1,3,1,2,0.5,0.5,0,0.5
male,no,yes,57,7,7,7,7,2,3,7,7
male,no,no,63,1,2,5,7,2,0.5,3,5
male,yes,yes,55,2,3,1,2,2,4,1,1
female,no,yes,56,1,3,0.5,2,6,6,7,7
female,no,no,14,2,4,0.5,1,4,7,0.5,0.5
male,no,no,58,2,2,2,2,1,2,2,3
male,no,no,60,1,2,0.5,1,0.5,3,1,1
female,no,no,58,3,2,0.5,0.5,1,1,2,3
female,yes,yes,45,1,2,0,0.5,1,2,2,3
female,yes,yes,43,3,4,0,0,2,3,5,6
female,yes,yes,55,2,3,0,0.5,0,1,0.5,1
female,no,no,57,0.5,2,0,0,1,2,0.5,2
female,no,yes,45,3,5,1,2,2,4,3,6
male,no,no,37,7,7,4,7,1,2,7,7
male,no,no,47,5,5,7,7,7,1,0,0
male,no,no,49,2,4,2,2,3,3,3,3
female,no,no,44,3,5,0,0,0.5,0.5,2,3
male,yes,yes,42,7,7,7,7,0,0,1,1
female,no,yes,31,0,0,0,0,0.5,0.5,0,0.5
female,no,no,40,2,4,0,0,1,1,3,3
male,yes,yes,47,3,4,0,2,3,5,2,4
female,no,no,55,6,6,0.5,1,4,5,5,7
female,no,no,54,4,4,0,0,4,5,5,5
female,no,no,49,1,3,0,0,0,1,1,2
male,no,no,65,1,2,1,6,1,1,0,0
female,yes,yes,53,1,3,0.5,0.5,3,2,2,3
male,no,yes,46,3,2,7,7,1,4,4,2
female,no,no,58,2,2,0,0,2,2,0,0
female,yes,no,41,3,5,1,2,3,6,2,5
male,no,no,50,1,2,4,5,3,4,4,5
female,no,yes,63,4,6,0,2,0.5,0.5,1,1
male,no,no,60,0.5,2,3,4,0.5,0.5,3,3
male,no,no,44,2,3,1,3,0.5,0.5,4,4
female,yes,no,39,1,1,0,0,0.5,0,0,0
male,no,no,59,0.5,1,0.5,1,0.5,1,1,3
male,no,no,46,2,4,1,2,2,3,1,2
female,no,yes,45,6,4,0,0,1,0.5,6,5
male,no,no,48,3,5,0.5,0.5,6,7,3,5
female,no,no,44,4,7,0,0,1,2,4,7
male,no,no,45,0,4,7,0,5,7,7,7
female,no,no,56,3,5,0,0,3,6,3,5
female,no,no,52,4,4,0,0,1,2,4,7
male,no,no,60,2,4,1,2,0,0.5,1,1
female,yes,no,50,3,5,0,0,2,3,0,0
female,no,no,43,5,4,0,0,0,0,7,7
male,no,yes,55,0.5,2,4,6,4,6,0.5,0.5
female,yes,yes,53,2,4,0,1,3,5,3,5
female,no,no,48,4,5,0,1,3,4,3,4
male,yes,yes,60,2,5,4,6,0,0,3,6
male,no,no,34,4,4,1,1,0,0,7,7
male,no,yes,70,3,4,0,3,3,3,2,2
female,no,no,51,3,3,0,0,1,1,2,4
male,no,no,48,0.5,2,0,0,1,3,1,1
female,no,yes,62,1,3,0,0,1,2,2,4
male,no,no,35,3,6,2,5,0,0,6,7
male,no,no,58,7,7,0.5,0.5,1,2,0,1
male,no,yes,52,5,7,7,7,4,5,7,7
female,no,no,54,4,6,0,1,1,2,2,3
male,no,yes,55,6,5,0.5,0.5,6,5,2,2
female,yes,yes,55,4,6,3,6,1,1,3,5
female,no,yes,53,7,7,3,7,6,6,7,7
female,yes,no,67,2,4,0,1,3,3,2,4
female,no,no,42,3,3,0.5,0,5,5,1,1
male,yes,no,62,2,3,1,3,2,2,0.5,0.5
female,no,no,52,4,6,0,0.5,1,2,0.5,0.5
female,no,no,31,3,4,0,0,0,0,1,1
female,no,no,62,0.5,1,0,0,0.5,0.5,0.5,0.5
male,no,yes,56,3,2,2,4,0,0,0,0
female,yes,no,51,2,4,0,0,0,0,7,7
male,no,yes,46,2,4,1,2,0,0,5,7
male,no,yes,35,7,7,3,3,0,0,7,7
male,no,yes,35,5,5,7,7,5,5,0,0
female,yes,yes,39,1,2,0,0,0,0,1,1
female,no,no,41,3,5,0,0,1,3,1,0.5
male,yes,no,40,0.5,0.5,1,2,1,2,2,3
female,yes,no,37,0.5,2,0,0,0.5,1,7,7
male,no,yes,70,2,5,1,2,0.5,0.5,1,2
female,yes,yes,33,1,4,0,0,5,4,2,3
male,no,yes,50,1,3,1,4,0.5,0.5,0.5,0.5
female,no,yes,47,5,5,7,7,5,5,7,7
female,no,no,36,1,1,0,0,0,0,7,7
male,no,no,53,5,6,1,2,1,1,4,6
female,no,yes,48,3,0.5,0,0,3,0,3,4
female,no,no,60,0,0.5,0,0,0,0,7,7
female,no,yes,47,3,4,0,0,7,7,7,7
female,no,yes,37,7,7,0,1,0,0,7,7
female,no,yes,29,4,5,2,2,7,7,7,4
female,no,no,43,1,3,0,0,0.5,0,3,5
female,no,yes,54,3,5,0,0,2,3,3,4
female,no,yes,36,3,4,0.5,0.5,5,6,7,7
female,no,no,46,3,7,0,0,0.5,2,4,5
female,no,no,38,2,0.5,0,0,0,0,3,1
female,no,no,44,4,4,0,0.5,0,0,2,2
male,yes,yes,45,2,3,0,0,1,2,3,4
male,no,no,60,2,4,1,2,0,0,7,7
female,no,no,38,1,2,0,0.5,0.5,0.5,0.5,0.5
male,no,no,50,4,5,1,3,0.5,1,1,0.5
male,no,no,56,2,4,2,4,0,0,0,0
female,no,no,44,5,4,0,0,1,1,7,7
male,no,yes,54,1,3,3,5,2,2,1,1
female,no,yes,52,0.5,2,0,0,4,0,2,2
male,no,no,56,2,2,2,2,0.5,1,0.5,0.5
male,no,no,51,4,6,3,5,2,2,1,7
female,no,no,59,4,3,0,0.5,2,1,3,4
female,no,no,65,1,1,0,2,3,2,2,1
female,no,no,41,3,3,0,0,1,1,6,6
female,yes,yes,52,0.5,3,0.5,0.5,0,0,1,2
female,yes,yes,45,2,4,0,0,0.5,0.5,2,4
male,no,no,53,2,2,2,3,1,0,7,7
male,yes,yes,56,4,3,0.5,1,2,2,2,3
male,no,no,48,1,3,1,3,0,0,3,3
female,no,no,31,3,5,0,0,3,3,4,5
male,no,yes,65,0.5,0.5,5,5,3,4,0,0
female,no,no,34,6,7,3,5,1,1,5,6
female,yes,no,44,4,4,0,0,3,3,7,7
male,yes,no,56,3,4,1,6,0.5,0.5,0,0.5
male,no,yes,43,3,4,1,1,3,5,6,7
male,no,no,40,2,4,6,7,6,7,0,0
male,no,no,68,3,3,1,4,0,0,0,0
male,no,yes,42,2,0,3,4,1,0,2,1
male,no,no,44,0,0,6,7,2,4,0,0
male,no,yes,63,1,0.5,0,1,2,0,0,1
female,no,yes,55,3,4,0,0.5,1,0.5,3,3
female,yes,no,55,2,3,0,0,3,4,1,2
male,no,no,50,3,4,0,0,2,4,0.5,2
female,no,yes,55,2,4,0,0,1,1,5,7
female,no,yes,49,2,2,0,0.5,3,3,1,1
female,no,no,46,3,4,0,0,0.5,0.5,0,0
male,no,no,53,2,3,0,0.5,0.5,0.5,0,0
male,no,no,48,2,1,0,0,0,0,5,2
female,no,no,36,4,0.5,0,0,0.5,0,7,7
male,no,no,38,1,2,0,0,2,2,1,1
female,yes,no,62,2,3,1,3,0,0.5,2,2
male,no,no,53,3,6,5,7,0.5,0.5,0.5,0.5
female,no,no,62,2,4,0,0,1,2,1,2
female,no,yes,44,2,3,0,0.5,0.5,0.5,0.5,0.5
male,no,no,43,5,7,3,5,0,0,7,7
male,no,yes,41,6,0.5,0,0,3,2,6,7
male,yes,yes,53,4,3,0,7,4,2,2,3
female,no,yes,20,4,5,0,0,2,2,4,3
female,no,no,50,0,1,0,0,0.5,1,2,3
female,yes,no,48,0,0,0,0,0.5,0.5,0,0
male,yes,yes,44,4,7,1,3,2,3,5,7
male,no,yes,55,2,5,0,0,1,0.5,2,2
male,yes,no,40,4,5,3,4,1,2,1,2
male,no,yes,50,1,2,0,2,1,1,0,0
female,no,yes,37,3,6,0.5,0.5,0.5,0.5,7,7
female,no,no,41,1,3,0,0,0,0,2,7
female,yes,yes,48,1,2,0,0,0.5,0.5,4,5
female,no,no,56,1,3,0,0,2,3,2,3
male,no,no,53,2,2,1,2,0.5,0.5,0.5,0.5
female,no,yes,37,4,6,0,1,2,3,4,6
female,no,yes,41,1,0.5,0,0,0,0.5,2,4
male,no,no,43,1,0.5,2,1,0,0,5,5
female,no,no,54,2,3,0,0,1,1,2,2
male,yes,yes,42,3,5,2,6,1,0.5,5,6
male,no,yes,42,1,3,2,2,2,5,1,1
female,no,yes,43,3,2,0,0,3,3,0.5,0.5
male,no,no,51,2,4,1,2,1,2,0.5,0.5
female,yes,no,43,7,7,0,0,1,7,7,7
male,yes,no,52,4,7,0,2,4,4,7,7
female,no,yes,47,1,2,0,0,1,3,7,7
male,no,no,45,3,3,0,0,0.5,1,0,0
female,yes,yes,63,2,4,0,0,0,0,2,4
female,no,yes,51,3,3,0,0,1,0.5,0.5,0.5
male,no,no,60,0.5,2,2,3,0.5,2,3,3
male,no,yes,53,0,0.5,5,7,0.5,0.5,1,1
female,yes,yes,50,5,5,0,0,0.5,0,6,5
female,no,no,35,4,6,0,0,1,2,5,7
female,no,no,41,1,1,0,0.5,3,3,2,3
female,yes,no,35,3,6,0,0,0.5,1,1,2
female,no,no,43,1,3,0,0,3,5,1,2
male,yes,no,40,4,6,0,2,5,7,7,7
male,no,no,44,1,2,4,6,2,2,0.5,0.5
male,no,no,41,0.5,0.5,2,3,0.5,0.5,0.5,0.5
female,no,no,30,2,0.5,1,0.5,0.5,0,0,0
female,no,no,34,1,2,0,0,1,1,3,5
male,no,yes,43,1,3,0,0,1,4,2,5
male,yes,yes,37,2,4,0,5,3,4,5,5
female,no,no,31,4,6,0.5,0.5,5,7,7,7
female,no,yes,47,1,2,0,0,1,0,4,4
female,no,no,49,5,6,2,3,3,4,6,6
female,no,yes,47,3,4,0,0,1,3,3,3
male,no,yes,39,4,6,1,2,0,0,0,0
female,no,yes,45,4,5,0,0,2,1,5,6
male,yes,no,52,1,3,1,3,0.5,0.5,1,2
female,no,no,40,3,5,0,0,0,0.5,2,3
male,no,no,56,3,4,0,1,2,0.5,3,4
male,no,yes,58,5,6,5,3,1,2,0,0
female,no,no,49,2,2,0,0,0.5,0.5,0,0.5
female,no,no,41,2,3,0,0,2,3,3,4
female,no,no,51,3,4,0,2,0,0,1,2
female,no,no,51,2,4,0,0,1,1,1,2
male,no,yes,51,2,3,0,0,4,5,0,0
male,no,no,51,5,6,2,6,4,5,7,7
female,no,yes,55,0.5,2,0,0,1,2,2,2
female,no,no,52,1,3,0,0,1,2,4,6
male,no,no,47,0.5,1,0,2,0,3,0.5,0
female,no,no,51,4,7,0,1,0.5,1,3,6
male,no,no,42,0.5,1,1,2,2,3,1,1
male,no,no,62,1,1,1,2,1,2,4,4
male,no,yes,45,0.5,2,5,6,0.5,1,1,3
male,no,yes,51,5,7,2,4,2,2,0.5,0
male,no,yes,52,1,1,1,1,1,1,1,1
female,no,yes,50,7,7,0,0,2,0.5,7,7
male,no,no,47,4,5,4,5,0.5,1,0.5,0.5
male,yes,yes,70,0,0,0,0,3,3,2,2
female,yes,yes,63,2,3,0.5,1,1,0.5,2,2
male,no,no,57,6,5,0,0,0,0,3,2
male,no,yes,53,2,0.5,0,0,2,0,0.5,1
male,yes,yes,45,2,4,0,3,0.5,0.5,3,3
male,yes,no,48,0.5,3,0,0.5,2,0.5,3,5
male,no,no,66,1,1,2,3,2,2,2,2
male,no,no,70,4,5,1,2,1,2,0,0
male,no,no,36,1,2,0,1,2,3,1,2
male,yes,no,47,1,3,0,3,1,2,1,2
male,no,no,54,1,2,1,2,1,2,0.5,1
female,no,yes,32,4,6,0,0,5,7,5,7
female,no,no,56,4,5,0.5,0.5,0.5,2,2,2
male,yes,yes,63,2,3,0,0,2,4,6,6
female,no,yes,28,0.5,0.5,0,0,1,1,7,7
male,no,no,53,1,3,1,4,1,2,0.5,0.5
female,no,yes,45,2,3,0,0,1,2,2,3
female,no,no,50,3,5,0,0,0,0.5,2,3
male,no,yes,48,5,6,0,3,0.5,1,2,4
male,no,no,66,2,5,3,5,2,3,3,4
female,no,yes,56,4,5,3,3,2,4,2,3
female,no,no,47,4,5,0,0,4,5,3,4
female,no,yes,32,3,6,0.5,4,5,7,7,7
female,no,yes,57,3,7,1,4,1,2,7,7
male,no,no,45,6,7,2,2,0.5,0.5,0,0
female,no,yes,55,1,0.5,0,0,0.5,0,7,7
female,yes,yes,37,7,7,6,7,7,7,7,7
male,no,no,41,3,4,0,0,0.5,0.5,2,2
female,no,no,14,2,4,0,3,3,7,1,3
male,no,no,64,4,4,0,0,0,0,3,3
female,yes,yes,42,7,7,0.5,0.5,3,5,4,4
female,no,no,51,1,3,0,0,1,3,0.5,0.5
female,no,no,58,3,5,0,0,2,4,2,1
male,no,yes,61,1,3,4,5,2,4,1,1
female,no,yes,43,3,5,2,4,1,2,5,7
female,no,yes,58,3,5,2,2,3,5,7,7
male,yes,yes,52,2,5,0,0,4,1,0.5,1
male,no,yes,52,3,5,0.5,2,2,4,5,6
male,no,yes,60,2,4,2,1,3,4,3,4
female,no,no,49,2,4,0,0,0.5,0.5,0.5,0
male,no,no,28,4,7,2,4,0.5,1,0.5,1
female,no,yes,53,2,3,0,0,0,0,5,6
male,no,no,66,2,2,0.5,0.5,1,2,0,0
male,no,no,57,3,3,0,1,0,0,4,5
male,no,no,47,2,5,1,4,1,2,2,3
